0xe5572a64a24cc46a5453d74da4e7dbc635a2a58a,1261.74,10,AIRDROP
0x22ce697867db42897bb73212268aab4955dcabdb,956.07,10,AIRDROP
0xf094c2406f91e946d8c4757a2f8c00d9ec4d703e,751.015,10,AIRDROP
0x20fc240ed9b4d605de829c1f8407e77163fcb415,703.65,10,AIRDROP
0xb4058b8241476d21ba0badd4a2950282ef70535e,700.555,10,AIRDROP
0xc793d1da923d09aa1409d3f0f53f40ef7e7853d8,696.41,10,AIRDROP
0x9a6cd105bc5d46cabadbc2f6f040868e92b255ec,615.305,10,AIRDROP
0x490fefda8713053b5ad38d0475309ba7a54f099a,557.23,10,AIRDROP
0x567f259b5c8e8100687608f8e900dfbd0b308cc0,545.83,10,AIRDROP
0x821ede721307a81f72bee955cc9503f156601ddf,513.505,10,AIRDROP
0x8cfa70c134c06c964dbbd83d4079c3a7f18b1d2d,466.62,10,AIRDROP
0x7f487cccaac07ec57d3af35324d761982343ff88,433.42,10,AIRDROP
0xbc9a6ea3e32b05e87f3e3e0ddbb23fc0c62c61f3,420.95,10,AIRDROP
0xf4c18103a9ba47d34ea1c0f0bf0fe67a7391c20c,418.03,10,AIRDROP
0xef2b3d19b3fd3899813c2559126fd742240b4b03,411.03,10,AIRDROP
0x7d7858f04aa1939127fba1ec213a4042fb71416f,406.145,10,AIRDROP
0x40ff01a3b89313eeddec860f2af6048c491d8301,404.21,10,AIRDROP
0xc01234f070904df178526cd4bce79040229ffd4f,396.31,10,AIRDROP
0x885ed254d37a6e113fb47fc2789db5b58c2544d8,382.05,10,AIRDROP
0x09324a4a03db79331a2666a66cf8a391e27085fc,374.11,10,AIRDROP
0x2dccb88bdd6852f7fa4b12ca72f4ea88c113d2cc,371.77,10,AIRDROP
0xbc3a321af35045df2d8c06e513a91dbe380426c5,371.76,10,AIRDROP
0xf79acc816c853bd1e275b4f65e23cf8ca804d005,368.48,10,AIRDROP
0x30324da9d94ef43abe7fbfab6a206a595ed9c05f,358.55,10,AIRDROP
0xfff5d4a9a99a36488fbd6215a84e5741f91fc584,349.25,10,AIRDROP
0x76da764bb3550ce5488d090ffde99e3c8f53ac4c,339.74,10,AIRDROP
0xe96395e24a7c9d08d67ec242bfeaa7c4022a3039,339.72,10,AIRDROP
0x60d18d7bb269abf617749445287bb50d181c15ae,317.51,10,AIRDROP
0x60d0112eef2198bd60e870df899446a4b346ba3a,315.27,10,AIRDROP
0x747e013bfcfdd18eb7c773f14a87ac538aa81c5f,314.26,10,AIRDROP
0xea559a0158c4e79eb6667122d041e9b72717b685,311.215,10,AIRDROP
0x7f4196fb6df1741d721f6ee009a87bdc1011b76b,308.98,10,AIRDROP
0xe6da6e74e01608d2bde47d0021857984da77b147,305.48,10,AIRDROP
0x22ab56d95c1e5cfac21c7f29420fc8a13e44bf26,302.87,10,AIRDROP
0x8e5dfa5dc64a030a9aa7e518ade8dd9872b5e033,292.08,10,AIRDROP
0xa8310024ae707bbe4be80d939aea37cd4598cd33,289.84,10,AIRDROP
0x6ab83df7be38071bd4ee8599813a5a860ec8d512,282.42,10,AIRDROP
0x625c1e7f4e4b647b67dc2cbea46bf8d8cfd2d3ef,279.91,10,AIRDROP
0xab959eb73fdac7c35e14cef2aac5fc3ee34d5ddc,277.39,10,AIRDROP
0xb5bd344223630b9451772a6e6aa80746df286291,275.875,10,AIRDROP
0xc42aab34b8577f4697db13a3bb76e976eae05ce2,272.525,10,AIRDROP
0x4631d9b58af1068e75777a78b1bd1e8472c0a192,269.09,10,AIRDROP
0x216305f990f0e84d7ac3d5b2ff40dc88da708b2c,268.7,10,AIRDROP
0x5e3dcf6155514ac0c7ea2b48132c1b15ed4d7cea,265.06,10,AIRDROP
0x8ded0662c0ce57453c9ca2f6e890cadec7e7f3b1,264.29,10,AIRDROP
0xda131ad413cbbbbf93d51efdc6d7289e33f99415,262.995,10,AIRDROP
0x9927c23d81b1b59bed33c5a4c5c312ea53343194,261.21,10,AIRDROP
0x9831c7ae53a192bc32051b21a45b20be08faf453,259.03,10,AIRDROP
0xe8bc01eb8be0b4d3fe8c0c1b10e8824e76250c37,255.61,10,AIRDROP
0x7f39175c68b18fbcb673304db0606a37694a2b91,251.65,10,AIRDROP
0xede5e7f63e3c36e957fb7dc1d1f15163dc09f32b,250.78,10,AIRDROP
0x9be0ffc544bfe816d83a2f5ddc974edef2d435c6,246.03,10,AIRDROP
0x14e8ab887382d25c283a29c173e1ebedf83acc73,243.1,10,AIRDROP
0x8c0816eef7c5d5e13b1de519eb44c143a16882d1,241.62,10,AIRDROP
0xb440e263dc41313fb4e0128433b3315544a8efb9,240.36,10,AIRDROP
0x9379ef3d31777e02a3f230d534da1f1b9cc98c1a,237.195,10,AIRDROP
0x1acdd5c0df9d1c282a59f1e59141bda7ba045a2f,237.14,10,AIRDROP
0x2b273259c4bdccf7c81d64cd09e80c00654b9010,233.545,10,AIRDROP
0xb8f689d5669c79728a29e67e895970a4228d1781,228.915,10,AIRDROP
0x4250f7d52bb9ad9fe5fb8624a8cad27f42d1daaa,228.505,10,AIRDROP
0x9eea0da89319692b68120ba9742cf77381f14139,227.82,10,AIRDROP
0xba4bdf4716ce1657d020e1b8cb475162abba82d6,225.33,10,AIRDROP
0x1980e47889fd1705ca7c96082b4105a91076e6e4,218.335,10,AIRDROP
0xc388e100fd0f17d79120e7a452c79faac2da619b,212.955,10,AIRDROP
0x0dc2e54130354219fd4ef1044a8873c703aecc04,210.775,10,AIRDROP
0x160cee97b93d56483046cbffb2f05a1477095ed7,208.39,10,AIRDROP
0xa3d1bfb4ea380b3e155f803813d9d814c4a35155,208.315,10,AIRDROP
0xfacdd0274aa163b8cbfe5d96bc7afff1879843a8,207.035,10,AIRDROP
0xfa3cf024084e4012054e2a6958491d7ca83a7558,203.95,10,AIRDROP
0xce301b4b02f8cd2dad4c256361efb7584214da74,200.2,10,AIRDROP
0x1737512b4dc2ebe76d80972de09dffef67b89fe7,199.03,10,AIRDROP
0xeebcb41d615399aced7edbe995c284e1cf80d861,198.14,10,AIRDROP
0x7a2901f51f7efe115fab6ec31c5433dfdbcbb37a,197.2,10,AIRDROP
0xad8d238648200905129394cb6a34a65a39afef79,195.22,10,AIRDROP
0xaf33facd0ab2d5b0e8f386e03f725863d6988477,193.245,10,AIRDROP
0xa0bd5216e44cabf51658b08ea40c79601dc310b5,189.605,10,AIRDROP
0x493a75e1a6202a86d183ff398a177e51cc336097,185.4,10,AIRDROP
0x742e7961925110bee4e7aa67ef22360da1541180,182.53,10,AIRDROP
0x206a5cce2bcbe5749f8df7bc6424f17f9d9d60a3,180.59,10,AIRDROP
0xc86b18bc8cb528d40de5789ef757cabb99bdc8a9,177.91,10,AIRDROP
0x3738c1dd6719722bd7fe716029fa3a088a054296,177.025,10,AIRDROP
0x18cd09d64d87ad0c7856bc9ce42140641df26aa8,174.17,10,AIRDROP
0x54d71ba022e34125da72728671bf80953ffeabc8,174.09,10,AIRDROP
0x4e0f274f9819290a516324b51fa0d3140b8d4041,170.85,10,AIRDROP
0xb958d368bacd861152f0f43a733993c539966b5e,166.48,10,AIRDROP
0x3ddddb696a365ca31faf583ede5cb9a447ad9a97,164.82,10,AIRDROP
0x17610a368ab660682c62e397b089dc07d8413221,163.29,10,AIRDROP
0xe4fd0bdb54340a50dc68fe682f5bcb6532a805bc,161.13,10,AIRDROP
